TIME_STAMPS,SMV_Avg1,SMV_Avg2,SMV_Avg3,SMV_Avg4,SMV_Avg5,SMV_Avg6,SMV_Avg7,SMV_Std_Dev1,SMV_Std_Dev2,SMV_Std_Dev3,SMV_Std_Dev4,SMV_Std_Dev5,SMV_Std_Dev6,SMV_Std_Dev7,LABELS
2015-09-24 14:35:20.200,1.2200425596374125,1.0269653410905735,0.9636360113972191,1.0299169546210243,0.9939362971045821,0.9886797481105076,1.0008588071275537,0.7105135929626772,0.05394840733976586,0.012507424411507661,0.019949650133535553,0.06972580789482113,0.006857081589321984,0.009457221477902952,Still
2015-09-24 14:35:33.000,1.1757292692098595,1.0227054811859582,0.963321492340749,1.028854397075925,0.9838386860137963,0.9889374833700055,1.0003672948239006,0.6437050797904397,0.004884759460452866,0.004128276267862392,0.0033161639340018585,0.006305915037289216,0.003381020718151077,0.003310454585511064,Jumping Jacks
2015-09-24 14:35:45.800,1.0328202985177344,1.0098885747329938,0.9632676595653463,1.0280003759689165,0.9835772124754526,0.9890415063487156,1.0022187291895523,0.07629275698167726,0.12831179111549898,0.004951881900407781,0.005939440692309008,0.018976141495384173,0.0038259029260409813,0.03930492241685396,Still
2015-09-24 14:35:58.600,1.0223194063765397,1.0231358185148347,0.9623197018114105,1.026719688481536,0.9864852964073078,0.9893676374205472,1.0076740620809868,0.02577944400130532,0.02755771720019731,0.007802627487766531,0.023448744428712247,0.021117365241578066,0.0031231374326942374,0.006740022065626224,Still
2015-09-24 14:36:37.000,1.2135419464390964,1.0205772603748913,0.9684074470423553,1.029251268143303,0.9856900805516872,1.0021508228464953,1.008571819071616,0.820113016251612,0.020091814151537848,0.00396523247476288,0.00443695241515902,0.00631422777986419,0.003405153961812744,0.0029337515915626726,Jumping Jacks
2015-09-24 14:36:49.800,1.0245965981812022,1.0221794074595587,0.9656730583557159,1.0302628128657496,0.989631453910175,1.0092258052351255,1.0047207611202722,0.006060514009178159,0.022468728782865117,0.030345566710606953,0.01984687755648805,0.03438834652148759,0.15052259073716043,0.026497809367346366,Still
2015-09-24 14:37:02.600,1.0228314149923663,1.0229888028307779,0.9624793773764401,1.02462971171729,1.0162130048801858,0.9913160279251912,0.9966758482311899,0.007870606881600795,0.03544297967646535,0.011520178567980594,0.010745745007134839,0.136863812288159,0.004192431644765426,0.004435297835981147,Still
2015-09-24 14:37:41.000,1.3132464040077572,1.0194970470333689,0.9608952733714128,1.02882227247148,0.9895679132295585,0.9928837739190806,0.9976640272783421,0.945920420645522,0.1533550592970091,0.032753008481832574,0.01690218328543692,0.12742638464619271,0.0036610899709776023,0.004333113844792708,Still
2015-09-24 14:37:53.800,1.0241883483056393,1.0355656549143886,0.9639353103584071,1.0294710648393843,0.9939054140056302,1.0179026367579047,1.0142296468594436,0.01645383711602814,0.14401037351938265,0.03237455521076189,0.03358842088377047,0.12483631287978145,0.13906301740474739,0.10583837892381194,Still
2015-09-24 14:38:06.600,1.0199274836894834,1.0201603163619082,0.9590666874926005,1.0277442075741012,0.9815144104377916,0.9885125164230467,1.0011159974320398,0.00686413580229022,0.007808696856338614,0.0027488476885407748,0.0035023241525887665,0.00431391535632143,0.0021257758213134915,0.0033013820950430575,Still
2015-09-24 14:39:23.400,1.1796593625931822,1.0268685641631963,0.9700609983105217,1.0335546172242507,1.0016583652512614,1.0366580736050361,1.0337966593299326,0.6630843960145062,0.10457892780829413,0.09965224566801922,0.08193002864154797,0.13291306755215831,0.19101847879498482,0.16309031715442354,Jumping Jacks
2015-09-24 14:42:48.200,1.0238608186023117,1.9443229870331888,1.0620028349678563,1.2787123600520198,1.8340027924896833,1.1665169383122038,1.1337340547633337,0.006135750977436411,1.5095665589750298,0.850970472101778,1.1880563902485621,1.2902105094925307,0.5942495836753778,0.5344604624196905,Sitting
2015-09-24 14:42:48.200,1.0238608186023117,1.9443229870331888,1.0620028349678563,1.2787123600520198,1.8340027924896833,1.1665169383122038,1.1337340547633337,0.006135750977436411,1.5095665589750298,0.850970472101778,1.1880563902485621,1.2902105094925307,0.5942495836753778,0.5344604624196905,Writing
2015-09-24 14:43:01.000,1.0238942010102638,1.0205711196438587,0.9688823587630572,1.0177183128233194,0.9841940406425941,0.991884591995508,0.9943259397894882,0.01806480982447734,0.06969429118217967,0.053031236328581324,0.12862909090923175,0.11865381241339183,0.004661359703714169,0.004573070605011607,Sitting
2015-09-24 14:43:01.000,1.0238942010102638,1.0205711196438587,0.9688823587630572,1.0177183128233194,0.9841940406425941,0.991884591995508,0.9943259397894882,0.01806480982447734,0.06969429118217967,0.053031236328581324,0.12862909090923175,0.11865381241339183,0.004661359703714169,0.004573070605011607,Writing
2015-09-24 14:43:13.800,1.0245947183911452,1.027643386641451,0.9667551212075997,1.017298720167249,0.9709578224712374,0.991282302899374,0.9951379114342066,0.003388046904481931,0.11168248421407298,0.005948331969408711,0.171347152659252,0.0522358237182061,0.004131994417755591,0.004501274479821796,Sitting
2015-09-24 14:43:13.800,1.0245947183911452,1.027643386641451,0.9667551212075997,1.017298720167249,0.9709578224712374,0.991282302899374,0.9951379114342066,0.003388046904481931,0.11168248421407298,0.005948331969408711,0.171347152659252,0.0522358237182061,0.004131994417755591,0.004501274479821796,Writing
2015-09-24 14:43:26.600,1.0243460600952046,1.0211457893749847,0.9672011204274318,1.012998857763498,0.9811794213540378,0.9913798388205096,0.9932590216577931,0.0031583840989429465,0.024173541080230395,0.0084118697915395,0.1686857193783454,0.03182274545046061,0.004688151002791607,0.005904616043131997,Sitting
