HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2016-04-22 17:00:00.925,0.996,-0.063,-0.285
2016-04-22 17:00:00.938,1.020,0.012,-0.246
2016-04-22 17:00:00.950,1.016,0.066,-0.203
2016-04-22 17:00:00.963,1.016,0.055,-0.199
2016-04-22 17:00:00.975,0.977,0.016,-0.207
2016-04-22 17:00:00.988,0.969,0.008,-0.234
2016-04-22 17:00:01.000,0.930,0.031,-0.273
2016-04-22 17:00:01.013,0.910,0.055,-0.301
2016-04-22 17:00:01.025,0.863,0.051,-0.320
2016-04-22 17:00:01.038,0.840,0.066,-0.309
2016-04-22 17:00:01.050,0.820,0.090,-0.313
2016-04-22 17:00:01.063,0.848,0.102,-0.359
2016-04-22 17:00:01.075,0.875,0.082,-0.367
2016-04-22 17:00:01.088,0.902,0.121,-0.289
2016-04-22 17:00:01.100,0.910,0.133,-0.258
2016-04-22 17:00:01.113,0.961,0.109,-0.262
2016-04-22 17:00:01.125,1.063,0.125,-0.266
2016-04-22 17:00:01.138,1.180,0.082,-0.254
2016-04-22 17:00:01.150,1.254,-0.008,-0.234
2016-04-22 17:00:01.163,1.309,-0.055,-0.215
2016-04-22 17:00:01.175,1.348,-0.133,-0.227
2016-04-22 17:00:01.188,1.383,-0.219,-0.277
2016-04-22 17:00:01.200,1.465,-0.457,-0.324
2016-04-22 17:00:01.213,1.613,-0.695,-0.309
2016-04-22 17:00:01.225,2.043,-0.875,-0.406
2016-04-22 17:00:01.238,2.250,-1.488,-0.641
2016-04-22 17:00:01.250,1.898,-1.324,-0.684
2016-04-22 17:00:01.263,1.691,-0.285,-0.813
2016-04-22 17:00:01.275,1.691,0.113,-0.832
2016-04-22 17:00:01.288,1.449,-0.039,-0.469
2016-04-22 17:00:01.300,1.559,0.195,-0.395
2016-04-22 17:00:01.313,1.566,0.438,-0.449
2016-04-22 17:00:01.325,1.586,0.070,-0.785
2016-04-22 17:00:01.338,0.867,-1.559,-0.609
2016-04-22 17:00:01.350,0.316,-2.113,-0.277
2016-04-22 17:00:01.363,0.512,-1.320,-0.270
2016-04-22 17:00:01.375,0.684,-0.457,-0.293
2016-04-22 17:00:01.388,0.660,-0.254,-0.289
2016-04-22 17:00:01.400,0.684,-0.516,-0.230
2016-04-22 17:00:01.413,0.746,-0.711,-0.160
2016-04-22 17:00:01.425,0.875,-0.645,-0.125
2016-04-22 17:00:01.438,0.996,-0.457,-0.156
2016-04-22 17:00:01.450,1.094,-0.301,-0.227
2016-04-22 17:00:01.463,1.246,-0.262,-0.238
2016-04-22 17:00:01.475,1.379,-0.273,-0.223
2016-04-22 17:00:01.488,1.547,-0.203,-0.227
2016-04-22 17:00:01.500,1.781,-0.047,-0.250
2016-04-22 17:00:01.513,1.973,0.156,-0.223
2016-04-22 17:00:01.525,2.184,0.387,-0.082
2016-04-22 17:00:01.538,2.355,0.660,0.137
2016-04-22 17:00:01.550,2.297,1.074,0.387
2016-04-22 17:00:01.563,2.129,1.656,0.613
2016-04-22 17:00:01.575,1.926,2.125,0.641
2016-04-22 17:00:01.588,1.555,2.430,0.551
2016-04-22 17:00:01.600,1.313,2.508,0.703
2016-04-22 17:00:01.613,1.164,2.418,0.977
2016-04-22 17:00:01.625,0.926,2.668,1.039
2016-04-22 17:00:01.638,1.211,2.781,-0.352
2016-04-22 17:00:01.650,2.000,0.051,-1.551
2016-04-22 17:00:01.663,2.805,-0.727,-0.352
2016-04-22 17:00:01.675,2.359,0.531,0.277
2016-04-22 17:00:01.688,1.492,0.754,0.367
2016-04-22 17:00:01.700,1.160,0.355,0.145
2016-04-22 17:00:01.713,1.121,0.008,0.137
2016-04-22 17:00:01.725,1.129,-0.348,-0.160
2016-04-22 17:00:01.738,1.117,-0.246,-0.289
2016-04-22 17:00:01.750,1.086,0.117,-0.344
2016-04-22 17:00:01.763,1.180,0.203,-0.137
2016-04-22 17:00:01.775,1.176,0.043,-0.113
2016-04-22 17:00:01.788,1.184,-0.078,-0.238
2016-04-22 17:00:01.800,1.129,-0.043,-0.242
2016-04-22 17:00:01.813,1.094,-0.031,-0.203
2016-04-22 17:00:01.825,1.090,-0.070,-0.223
2016-04-22 17:00:01.838,1.043,-0.094,-0.215
2016-04-22 17:00:01.850,1.008,-0.070,-0.195
2016-04-22 17:00:01.863,1.020,-0.023,-0.180
2016-04-22 17:00:01.875,0.988,-0.023,-0.195
2016-04-22 17:00:01.888,0.965,0.016,-0.211
2016-04-22 17:00:01.900,0.906,0.039,-0.242
2016-04-22 17:00:01.913,0.855,0.070,-0.285
2016-04-22 17:00:01.925,0.840,0.078,-0.301
2016-04-22 17:00:01.938,0.852,0.102,-0.293
2016-04-22 17:00:01.950,0.871,0.121,-0.266
2016-04-22 17:00:01.963,0.891,0.113,-0.266
2016-04-22 17:00:01.975,0.895,0.094,-0.270
2016-04-22 17:00:01.988,0.891,0.129,-0.246
2016-04-22 17:00:02.000,0.887,0.176,-0.207
2016-04-22 17:00:02.013,0.945,0.211,-0.141
2016-04-22 17:00:02.025,1.016,0.168,-0.102
2016-04-22 17:00:02.038,1.125,0.094,-0.090
2016-04-22 17:00:02.050,1.258,-0.012,-0.086
2016-04-22 17:00:02.063,1.348,-0.094,-0.070
2016-04-22 17:00:02.075,1.406,-0.168,-0.105
2016-04-22 17:00:02.088,1.410,-0.293,-0.184
2016-04-22 17:00:02.100,1.453,-0.516,-0.238
2016-04-22 17:00:02.113,1.563,-0.777,-0.301
2016-04-22 17:00:02.125,1.902,-0.953,-0.398
2016-04-22 17:00:02.138,2.117,-1.422,-0.645
2016-04-22 17:00:02.150,1.898,-1.168,-0.734
2016-04-22 17:00:02.163,1.824,-0.289,-0.594
2016-04-22 17:00:02.175,2.055,0.270,-0.656
2016-04-22 17:00:02.188,1.941,0.406,-0.418
2016-04-22 17:00:02.200,1.742,0.238,-0.418
2016-04-22 17:00:02.213,1.660,-0.059,-0.672
2016-04-22 17:00:02.225,1.465,-0.836,-0.820
2016-04-22 17:00:02.238,0.727,-1.645,-0.617
2016-04-22 17:00:02.250,0.445,-1.402,-0.523
2016-04-22 17:00:02.263,0.563,-0.727,-0.543
2016-04-22 17:00:02.275,0.578,-0.316,-0.566
2016-04-22 17:00:02.288,0.602,-0.273,-0.531
2016-04-22 17:00:02.300,0.672,-0.266,-0.453
2016-04-22 17:00:02.313,0.754,-0.215,-0.402
2016-04-22 17:00:02.325,0.813,-0.148,-0.402
2016-04-22 17:00:02.338,0.840,-0.145,-0.422
2016-04-22 17:00:02.350,0.883,-0.160,-0.449
2016-04-22 17:00:02.363,1.000,-0.105,-0.453
2016-04-22 17:00:02.375,1.141,-0.012,-0.473
2016-04-22 17:00:02.388,1.227,0.082,-0.500
2016-04-22 17:00:02.400,1.320,0.098,-0.508
2016-04-22 17:00:02.413,1.496,0.066,-0.535
2016-04-22 17:00:02.425,1.746,0.141,-0.570
2016-04-22 17:00:02.438,2.063,0.340,-0.547
2016-04-22 17:00:02.450,2.352,0.461,-0.270
2016-04-22 17:00:02.463,2.379,0.504,-0.102
2016-04-22 17:00:02.475,2.281,0.930,0.109
2016-04-22 17:00:02.488,2.215,1.422,0.309
2016-04-22 17:00:02.500,2.012,1.813,0.207
2016-04-22 17:00:02.513,1.754,1.922,0.422
2016-04-22 17:00:02.525,1.336,1.836,0.801
2016-04-22 17:00:02.538,1.215,2.414,1.156
2016-04-22 17:00:02.550,1.160,2.527,1.082
2016-04-22 17:00:02.563,1.133,2.250,0.914
2016-04-22 17:00:02.575,1.715,1.496,-0.871
2016-04-22 17:00:02.588,1.887,-1.699,-0.945
2016-04-22 17:00:02.600,1.848,-1.090,0.656
2016-04-22 17:00:02.613,2.879,1.176,0.602
2016-04-22 17:00:02.625,2.508,0.328,0.254
2016-04-22 17:00:02.638,0.406,-0.859,0.102
2016-04-22 17:00:02.650,0.855,0.332,0.043
2016-04-22 17:00:02.663,1.371,0.367,-0.246
2016-04-22 17:00:02.675,0.988,-0.398,-0.309
2016-04-22 17:00:02.688,1.066,-0.051,-0.262
2016-04-22 17:00:02.700,1.324,0.102,-0.098
2016-04-22 17:00:02.713,1.223,-0.066,-0.121
2016-04-22 17:00:02.725,1.168,-0.082,-0.234
2016-04-22 17:00:02.738,1.141,0.004,-0.293
2016-04-22 17:00:02.750,1.086,-0.039,-0.262
2016-04-22 17:00:02.763,1.105,-0.137,-0.258
2016-04-22 17:00:02.775,1.055,-0.164,-0.258
2016-04-22 17:00:02.788,1.047,-0.133,-0.270
2016-04-22 17:00:02.800,1.035,-0.109,-0.289
2016-04-22 17:00:02.813,0.996,-0.070,-0.281
2016-04-22 17:00:02.825,0.938,-0.039,-0.289
2016-04-22 17:00:02.838,0.906,-0.004,-0.297
2016-04-22 17:00:02.850,0.867,0.004,-0.344
2016-04-22 17:00:02.863,0.844,0.074,-0.363
2016-04-22 17:00:02.875,0.805,0.066,-0.383
2016-04-22 17:00:02.888,0.805,0.094,-0.418
2016-04-22 17:00:02.900,0.859,0.059,-0.422
2016-04-22 17:00:02.913,0.898,0.055,-0.395
2016-04-22 17:00:02.925,0.934,0.066,-0.344
2016-04-22 17:00:02.938,0.910,0.109,-0.242
2016-04-22 17:00:02.950,0.926,0.215,-0.176
2016-04-22 17:00:02.963,0.973,0.227,-0.188
2016-04-22 17:00:02.975,1.027,0.105,-0.176
2016-04-22 17:00:02.988,1.113,0.043,-0.152
2016-04-22 17:00:03.000,1.230,0.020,-0.191
2016-04-22 17:00:03.013,1.293,-0.086,-0.250
2016-04-22 17:00:03.025,1.355,-0.223,-0.289
2016-04-22 17:00:03.038,1.398,-0.324,-0.305
2016-04-22 17:00:03.050,1.438,-0.520,-0.211
2016-04-22 17:00:03.063,1.527,-0.887,-0.086
2016-04-22 17:00:03.075,1.719,-0.996,-0.133
2016-04-22 17:00:03.088,1.844,-0.797,-0.445
2016-04-22 17:00:03.100,1.766,-0.656,-0.656
2016-04-22 17:00:03.113,1.840,-0.336,-0.590
2016-04-22 17:00:03.125,2.168,-0.008,-0.766
2016-04-22 17:00:03.138,2.105,0.027,-0.605
2016-04-22 17:00:03.150,1.867,-0.020,-0.426
2016-04-22 17:00:03.163,1.734,-0.102,-0.711
2016-04-22 17:00:03.175,1.664,-0.270,-1.063
2016-04-22 17:00:03.188,0.703,-1.348,-0.879
2016-04-22 17:00:03.200,0.301,-1.488,-0.598
2016-04-22 17:00:03.213,0.477,-1.016,-0.500
2016-04-22 17:00:03.225,0.520,-0.641,-0.449
2016-04-22 17:00:03.238,0.516,-0.543,-0.418
2016-04-22 17:00:03.250,0.590,-0.461,-0.398
2016-04-22 17:00:03.263,0.738,-0.305,-0.371
2016-04-22 17:00:03.275,0.859,-0.184,-0.328
2016-04-22 17:00:03.288,0.965,-0.125,-0.328
2016-04-22 17:00:03.300,1.109,-0.129,-0.383
2016-04-22 17:00:03.313,1.262,-0.098,-0.426
2016-04-22 17:00:03.325,1.387,0.023,-0.465
2016-04-22 17:00:03.338,1.547,0.117,-0.461
2016-04-22 17:00:03.350,1.699,0.137,-0.434
2016-04-22 17:00:03.363,1.852,0.184,-0.406
2016-04-22 17:00:03.375,2.055,0.320,-0.301
2016-04-22 17:00:03.388,2.223,0.414,-0.109
2016-04-22 17:00:03.400,2.289,0.477,0.004
2016-04-22 17:00:03.413,2.336,0.801,0.059
2016-04-22 17:00:03.425,2.297,1.250,0.004
2016-04-22 17:00:03.438,2.078,1.645,-0.059
2016-04-22 17:00:03.450,1.840,1.332,0.453
2016-04-22 17:00:03.463,1.367,1.641,1.082
2016-04-22 17:00:03.475,1.141,2.719,1.395
2016-04-22 17:00:03.488,1.035,2.891,1.266
2016-04-22 17:00:03.500,1.203,2.219,1.168
2016-04-22 17:00:03.513,1.598,1.660,0.672
2016-04-22 17:00:03.525,1.734,0.199,-1.055
2016-04-22 17:00:03.538,1.277,-2.590,-1.648
2016-04-22 17:00:03.550,0.879,-1.824,-0.117
2016-04-22 17:00:03.563,2.207,0.906,0.727
2016-04-22 17:00:03.575,2.781,0.961,0.332
2016-04-22 17:00:03.588,1.465,0.008,0.441
2016-04-22 17:00:03.600,1.316,0.211,0.305
2016-04-22 17:00:03.613,1.309,0.102,-0.117
2016-04-22 17:00:03.625,1.066,-0.379,-0.273
2016-04-22 17:00:03.638,0.996,-0.199,-0.348
2016-04-22 17:00:03.650,1.090,-0.000,-0.148
2016-04-22 17:00:03.663,1.258,0.113,-0.109
2016-04-22 17:00:03.675,1.207,0.004,-0.223
2016-04-22 17:00:03.688,1.145,-0.023,-0.266
2016-04-22 17:00:03.700,1.133,-0.012,-0.250
2016-04-22 17:00:03.713,1.145,-0.141,-0.188
2016-04-22 17:00:03.725,1.098,-0.191,-0.199
2016-04-22 17:00:03.738,1.074,-0.086,-0.242
2016-04-22 17:00:03.750,1.043,-0.059,-0.270
2016-04-22 17:00:03.763,1.016,-0.039,-0.277
2016-04-22 17:00:03.775,0.969,-0.059,-0.297
2016-04-22 17:00:03.788,0.898,-0.074,-0.297
2016-04-22 17:00:03.800,0.895,-0.020,-0.289
2016-04-22 17:00:03.813,0.848,0.047,-0.293
2016-04-22 17:00:03.825,0.840,0.078,-0.301
2016-04-22 17:00:03.838,0.797,0.102,-0.336
2016-04-22 17:00:03.850,0.777,0.078,-0.406
2016-04-22 17:00:03.863,0.836,0.039,-0.449
2016-04-22 17:00:03.875,0.910,0.074,-0.395
2016-04-22 17:00:03.888,0.922,0.070,-0.262
2016-04-22 17:00:03.900,0.957,0.059,-0.137
2016-04-22 17:00:03.913,1.027,0.039,-0.063
2016-04-22 17:00:03.925,1.129,0.031,-0.043
2016-04-22 17:00:03.938,1.242,-0.023,-0.137
2016-04-22 17:00:03.950,1.313,-0.082,-0.223
2016-04-22 17:00:03.963,1.367,-0.215,-0.301
2016-04-22 17:00:03.975,1.445,-0.355,-0.402
2016-04-22 17:00:03.988,1.551,-0.594,-0.445
2016-04-22 17:00:04.000,1.688,-0.949,-0.316
2016-04-22 17:00:04.013,1.887,-1.227,-0.348
2016-04-22 17:00:04.025,1.914,-1.273,-0.676
2016-04-22 17:00:04.038,1.527,-1.059,-0.793
2016-04-22 17:00:04.050,1.402,-0.281,-0.516
2016-04-22 17:00:04.063,1.820,0.246,-0.641
2016-04-22 17:00:04.075,1.777,0.375,-0.359
2016-04-22 17:00:04.088,1.824,0.574,-0.254
2016-04-22 17:00:04.100,1.836,0.570,-0.492
2016-04-22 17:00:04.113,1.547,0.223,-0.984
2016-04-22 17:00:04.125,0.824,-1.172,-0.832
2016-04-22 17:00:04.138,0.246,-1.668,-0.445
2016-04-22 17:00:04.150,0.359,-1.102,-0.383
2016-04-22 17:00:04.163,0.543,-0.508,-0.426
2016-04-22 17:00:04.175,0.547,-0.340,-0.441
2016-04-22 17:00:04.188,0.586,-0.457,-0.402
2016-04-22 17:00:04.200,0.660,-0.508,-0.324
2016-04-22 17:00:04.213,0.789,-0.395,-0.293
2016-04-22 17:00:04.225,0.895,-0.270,-0.332
2016-04-22 17:00:04.238,0.973,-0.195,-0.371
2016-04-22 17:00:04.250,1.117,-0.125,-0.367
2016-04-22 17:00:04.263,1.344,-0.023,-0.344
2016-04-22 17:00:04.275,1.520,0.035,-0.313
2016-04-22 17:00:04.288,1.625,0.059,-0.305
2016-04-22 17:00:04.300,1.781,0.098,-0.297
2016-04-22 17:00:04.313,1.984,0.191,-0.172
2016-04-22 17:00:04.325,2.145,0.184,0.078
2016-04-22 17:00:04.338,2.234,0.164,0.254
2016-04-22 17:00:04.350,2.281,0.586,0.227
2016-04-22 17:00:04.363,2.367,1.195,0.223
2016-04-22 17:00:04.375,2.156,1.320,0.184
2016-04-22 17:00:04.388,1.535,1.453,0.305
2016-04-22 17:00:04.400,1.355,1.855,0.887
2016-04-22 17:00:04.413,1.191,2.320,1.344
2016-04-22 17:00:04.425,0.930,2.656,1.176
2016-04-22 17:00:04.438,1.191,2.191,0.910
2016-04-22 17:00:04.450,1.477,1.816,0.055
2016-04-22 17:00:04.463,1.648,-0.762,-1.910
2016-04-22 17:00:04.475,1.234,-2.367,-0.426
2016-04-22 17:00:04.488,1.766,-0.055,0.570
2016-04-22 17:00:04.500,3.020,1.707,0.566
2016-04-22 17:00:04.513,2.230,0.270,0.441
2016-04-22 17:00:04.525,0.848,-0.660,0.266
2016-04-22 17:00:04.538,0.867,0.156,-0.195
2016-04-22 17:00:04.550,1.145,0.180,-0.402
2016-04-22 17:00:04.563,1.027,-0.184,-0.309
2016-04-22 17:00:04.575,1.078,-0.008,-0.262
2016-04-22 17:00:04.588,1.258,0.129,-0.121
2016-04-22 17:00:04.600,1.270,-0.055,-0.188
2016-04-22 17:00:04.613,1.191,-0.074,-0.246
2016-04-22 17:00:04.625,1.188,-0.055,-0.223
2016-04-22 17:00:04.638,1.172,-0.172,-0.180
2016-04-22 17:00:04.650,1.164,-0.203,-0.184
2016-04-22 17:00:04.663,1.098,-0.117,-0.215
2016-04-22 17:00:04.675,1.047,-0.082,-0.273
2016-04-22 17:00:04.688,0.988,-0.055,-0.309
2016-04-22 17:00:04.700,0.945,-0.016,-0.320
2016-04-22 17:00:04.713,0.863,0.004,-0.336
2016-04-22 17:00:04.725,0.836,0.035,-0.340
2016-04-22 17:00:04.738,0.832,0.078,-0.352
2016-04-22 17:00:04.750,0.805,0.133,-0.359
2016-04-22 17:00:04.763,0.770,0.133,-0.410
2016-04-22 17:00:04.775,0.793,0.129,-0.418
2016-04-22 17:00:04.788,0.848,0.148,-0.375
2016-04-22 17:00:04.800,0.887,0.160,-0.281
2016-04-22 17:00:04.813,0.926,0.160,-0.230
2016-04-22 17:00:04.825,0.941,0.188,-0.203
2016-04-22 17:00:04.838,0.949,0.160,-0.195
2016-04-22 17:00:04.850,0.973,0.113,-0.164
2016-04-22 17:00:04.863,1.051,0.117,-0.121
2016-04-22 17:00:04.875,1.172,0.078,-0.105
2016-04-22 17:00:04.888,1.301,-0.047,-0.105
2016-04-22 17:00:04.900,1.410,-0.176,-0.078
2016-04-22 17:00:04.913,1.531,-0.309,-0.125
2016-04-22 17:00:04.925,1.590,-0.477,-0.254
2016-04-22 17:00:04.938,1.602,-0.883,-0.363
2016-04-22 17:00:04.950,1.738,-1.039,-0.496
2016-04-22 17:00:04.963,2.000,-1.293,-0.805
2016-04-22 17:00:04.975,1.770,-1.215,-0.797
2016-04-22 17:00:04.988,1.703,-0.332,-0.520
2016-04-22 17:00:05.000,2.047,0.270,-0.543
2016-04-22 17:00:05.013,2.055,0.523,-0.367
2016-04-22 17:00:05.025,2.074,0.730,-0.434
2016-04-22 17:00:05.038,1.742,0.289,-0.688
2016-04-22 17:00:05.050,1.398,-0.633,-0.832
2016-04-22 17:00:05.063,0.648,-1.836,-0.523
2016-04-22 17:00:05.075,0.297,-1.680,-0.359
2016-04-22 17:00:05.088,0.398,-0.863,-0.426
2016-04-22 17:00:05.100,0.488,-0.258,-0.508
2016-04-22 17:00:05.113,0.547,-0.215,-0.520
2016-04-22 17:00:05.125,0.594,-0.410,-0.438
2016-04-22 17:00:05.138,0.672,-0.473,-0.352
2016-04-22 17:00:05.150,0.813,-0.340,-0.332
2016-04-22 17:00:05.163,0.934,-0.207,-0.355
2016-04-22 17:00:05.175,1.031,-0.199,-0.375
2016-04-22 17:00:05.188,1.199,-0.230,-0.348
2016-04-22 17:00:05.200,1.371,-0.184,-0.313
2016-04-22 17:00:05.213,1.531,-0.094,-0.270
2016-04-22 17:00:05.225,1.668,-0.020,-0.262
2016-04-22 17:00:05.238,1.820,0.035,-0.270
2016-04-22 17:00:05.250,2.027,0.137,-0.262
2016-04-22 17:00:05.263,2.262,0.309,-0.141
2016-04-22 17:00:05.275,2.418,0.410,-0.016
2016-04-22 17:00:05.288,2.426,0.676,0.039
2016-04-22 17:00:05.300,2.422,1.207,-0.020
2016-04-22 17:00:05.313,2.223,1.680,0.016
2016-04-22 17:00:05.325,1.797,1.410,0.531
2016-04-22 17:00:05.338,1.324,1.660,1.035
2016-04-22 17:00:05.350,1.117,2.594,1.266
2016-04-22 17:00:05.363,1.074,2.832,1.168
2016-04-22 17:00:05.375,1.199,2.254,1.145
2016-04-22 17:00:05.388,1.480,1.703,0.855
2016-04-22 17:00:05.400,1.648,0.492,-0.738
2016-04-22 17:00:05.413,1.426,-2.453,-1.871
2016-04-22 17:00:05.425,0.777,-2.148,-0.121
2016-04-22 17:00:05.438,2.094,0.672,0.520
2016-04-22 17:00:05.450,3.145,1.316,0.301
2016-04-22 17:00:05.463,1.277,-0.148,0.117
2016-04-22 17:00:05.475,0.691,0.098,0.266
2016-04-22 17:00:05.488,1.566,0.512,0.070
2016-04-22 17:00:05.500,1.344,-0.230,-0.086
2016-04-22 17:00:05.513,1.020,-0.434,-0.266
2016-04-22 17:00:05.525,1.109,-0.156,-0.270
2016-04-22 17:00:05.538,1.199,0.078,-0.203
2016-04-22 17:00:05.550,1.203,0.102,-0.246
2016-04-22 17:00:05.563,1.133,-0.035,-0.297
2016-04-22 17:00:05.575,1.137,0.023,-0.238
2016-04-22 17:00:05.588,1.109,-0.090,-0.168
2016-04-22 17:00:05.600,1.102,-0.105,-0.176
2016-04-22 17:00:05.613,1.043,-0.086,-0.230
2016-04-22 17:00:05.625,1.035,-0.063,-0.234
2016-04-22 17:00:05.638,1.020,-0.055,-0.277
2016-04-22 17:00:05.650,0.977,-0.082,-0.289
2016-04-22 17:00:05.663,0.934,-0.078,-0.266
2016-04-22 17:00:05.675,0.902,0.012,-0.250
2016-04-22 17:00:05.688,0.887,0.078,-0.250
2016-04-22 17:00:05.700,0.840,0.102,-0.281
2016-04-22 17:00:05.713,0.813,0.098,-0.324
2016-04-22 17:00:05.725,0.801,0.047,-0.383
2016-04-22 17:00:05.738,0.840,0.063,-0.441
2016-04-22 17:00:05.750,0.859,0.109,-0.391
2016-04-22 17:00:05.763,0.883,0.148,-0.285
2016-04-22 17:00:05.775,0.910,0.148,-0.207
2016-04-22 17:00:05.788,0.957,0.125,-0.156
2016-04-22 17:00:05.800,1.051,0.117,-0.094
2016-04-22 17:00:05.813,1.195,0.098,-0.086
2016-04-22 17:00:05.825,1.266,-0.000,-0.133
2016-04-22 17:00:05.838,1.320,-0.082,-0.203
2016-04-22 17:00:05.850,1.355,-0.168,-0.273
2016-04-22 17:00:05.863,1.379,-0.242,-0.305
2016-04-22 17:00:05.875,1.414,-0.426,-0.285
2016-04-22 17:00:05.888,1.484,-0.504,-0.313
2016-04-22 17:00:05.900,1.727,-0.609,-0.402
2016-04-22 17:00:05.913,1.910,-1.137,-0.563
2016-04-22 17:00:05.925,1.863,-1.344,-0.758
2016-04-22 17:00:05.938,1.598,-0.863,-0.711
2016-04-22 17:00:05.950,1.805,-0.070,-0.605
2016-04-22 17:00:05.963,1.922,0.434,-0.645
2016-04-22 17:00:05.975,1.777,0.609,-0.586
2016-04-22 17:00:05.988,1.727,0.238,-0.648
2016-04-22 17:00:06.000,1.422,-0.371,-0.719
2016-04-22 17:00:06.013,1.129,-1.242,-0.695
2016-04-22 17:00:06.025,0.586,-1.742,-0.473
2016-04-22 17:00:06.038,0.438,-1.305,-0.418
2016-04-22 17:00:06.050,0.500,-0.645,-0.453
2016-04-22 17:00:06.063,0.523,-0.340,-0.465
