HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2016-04-22 17:00:00.525,-1.293,0.016,-0.215
2016-04-22 17:00:00.538,-1.406,0.039,-0.168
2016-04-22 17:00:00.550,-1.496,-0.027,-0.160
2016-04-22 17:00:00.563,-1.559,-0.066,-0.078
2016-04-22 17:00:00.575,-1.668,-0.129,0.070
2016-04-22 17:00:00.588,-1.844,-0.441,0.266
2016-04-22 17:00:00.600,-2.047,-0.742,0.387
2016-04-22 17:00:00.613,-2.336,-0.902,0.344
2016-04-22 17:00:00.625,-2.250,-1.441,-0.012
2016-04-22 17:00:00.638,-1.746,-1.309,-0.516
2016-04-22 17:00:00.650,-1.723,-0.563,-0.738
2016-04-22 17:00:00.663,-1.750,-0.102,-0.375
2016-04-22 17:00:00.675,-1.719,0.402,-0.395
2016-04-22 17:00:00.688,-1.934,0.574,-0.453
2016-04-22 17:00:00.700,-1.477,-0.031,-0.426
2016-04-22 17:00:00.713,-1.141,-0.113,-0.465
2016-04-22 17:00:00.725,-0.973,-0.695,-0.266
2016-04-22 17:00:00.738,-0.633,-0.848,-0.215
2016-04-22 17:00:00.750,-0.344,-0.695,-0.188
2016-04-22 17:00:00.763,-0.297,-0.418,-0.105
2016-04-22 17:00:00.775,-0.316,-0.234,-0.098
2016-04-22 17:00:00.788,-0.340,-0.289,-0.156
2016-04-22 17:00:00.800,-0.371,-0.418,-0.148
2016-04-22 17:00:00.813,-0.426,-0.410,-0.133
2016-04-22 17:00:00.825,-0.527,-0.367,-0.168
2016-04-22 17:00:00.838,-0.605,-0.359,-0.176
2016-04-22 17:00:00.850,-0.695,-0.418,-0.211
2016-04-22 17:00:00.863,-0.805,-0.453,-0.242
2016-04-22 17:00:00.875,-0.949,-0.387,-0.281
2016-04-22 17:00:00.888,-1.109,-0.301,-0.293
2016-04-22 17:00:00.900,-1.289,-0.309,-0.254
2016-04-22 17:00:00.913,-1.555,-0.320,-0.199
2016-04-22 17:00:00.925,-1.930,-0.211,-0.117
2016-04-22 17:00:00.938,-2.391,0.008,-0.051
2016-04-22 17:00:00.950,-2.719,0.367,-0.156
2016-04-22 17:00:00.963,-2.668,0.922,-0.371
2016-04-22 17:00:00.975,-2.621,1.363,-0.738
2016-04-22 17:00:00.988,-2.387,1.973,-0.953
2016-04-22 17:00:01.000,-1.883,2.539,-1.027
2016-04-22 17:00:01.013,-1.441,2.891,-0.859
2016-04-22 17:00:01.025,-1.406,3.016,-0.605
2016-04-22 17:00:01.038,-1.441,2.750,-0.484
2016-04-22 17:00:01.050,-1.281,2.590,-0.309
2016-04-22 17:00:01.063,-1.684,0.258,0.844
2016-04-22 17:00:01.075,-2.133,-2.633,0.375
2016-04-22 17:00:01.088,-1.813,0.496,0.250
2016-04-22 17:00:01.100,-2.008,1.641,0.379
2016-04-22 17:00:01.113,-1.555,0.504,0.227
2016-04-22 17:00:01.125,-0.770,-0.410,-0.516
2016-04-22 17:00:01.138,-0.629,-0.270,-0.520
2016-04-22 17:00:01.150,-1.199,0.043,-0.363
2016-04-22 17:00:01.163,-1.215,0.059,-0.344
2016-04-22 17:00:01.175,-1.145,0.234,-0.180
2016-04-22 17:00:01.188,-1.176,0.129,-0.176
2016-04-22 17:00:01.200,-1.172,-0.055,-0.254
2016-04-22 17:00:01.213,-1.148,-0.035,-0.207
2016-04-22 17:00:01.225,-1.074,0.086,-0.109
2016-04-22 17:00:01.238,-1.063,0.059,-0.086
2016-04-22 17:00:01.250,-1.086,0.004,-0.152
2016-04-22 17:00:01.263,-1.125,0.035,-0.172
2016-04-22 17:00:01.275,-1.078,0.051,-0.168
2016-04-22 17:00:01.288,-1.055,-0.039,-0.203
2016-04-22 17:00:01.300,-1.035,-0.078,-0.230
2016-04-22 17:00:01.313,-1.012,-0.020,-0.199
2016-04-22 17:00:01.325,-1.000,0.043,-0.188
2016-04-22 17:00:01.338,-1.016,0.094,-0.176
2016-04-22 17:00:01.350,-0.988,0.078,-0.219
2016-04-22 17:00:01.363,-0.969,0.074,-0.250
2016-04-22 17:00:01.375,-0.953,0.082,-0.266
2016-04-22 17:00:01.388,-0.953,0.094,-0.258
2016-04-22 17:00:01.400,-0.980,0.066,-0.246
2016-04-22 17:00:01.413,-0.930,0.055,-0.227
2016-04-22 17:00:01.425,-0.910,-0.020,-0.211
2016-04-22 17:00:01.438,-0.977,-0.047,-0.207
2016-04-22 17:00:01.450,-1.105,-0.070,-0.246
2016-04-22 17:00:01.463,-1.219,-0.059,-0.277
2016-04-22 17:00:01.475,-1.363,-0.020,-0.254
2016-04-22 17:00:01.488,-1.551,-0.105,-0.266
2016-04-22 17:00:01.500,-1.742,-0.336,-0.230
2016-04-22 17:00:01.513,-2.023,-0.555,-0.027
2016-04-22 17:00:01.525,-2.406,-0.762,-0.027
2016-04-22 17:00:01.538,-2.762,-1.035,0.000
2016-04-22 17:00:01.550,-2.414,-1.527,-0.086
2016-04-22 17:00:01.563,-1.711,-1.289,-0.512
2016-04-22 17:00:01.575,-1.621,-0.523,-0.711
2016-04-22 17:00:01.588,-1.762,0.125,-0.625
2016-04-22 17:00:01.600,-1.723,0.281,-0.531
2016-04-22 17:00:01.613,-1.648,-0.168,-0.273
2016-04-22 17:00:01.625,-1.297,-0.531,-0.168
2016-04-22 17:00:01.638,-0.789,-1.078,-0.012
2016-04-22 17:00:01.650,-0.324,-1.137,-0.031
2016-04-22 17:00:01.663,-0.266,-0.859,0.000
2016-04-22 17:00:01.675,-0.387,-0.531,0.020
2016-04-22 17:00:01.688,-0.426,-0.398,0.047
2016-04-22 17:00:01.700,-0.457,-0.426,0.082
2016-04-22 17:00:01.713,-0.531,-0.426,0.117
2016-04-22 17:00:01.725,-0.613,-0.332,0.156
2016-04-22 17:00:01.738,-0.707,-0.348,0.160
2016-04-22 17:00:01.750,-0.773,-0.441,0.109
2016-04-22 17:00:01.763,-0.879,-0.484,0.098
2016-04-22 17:00:01.775,-1.016,-0.430,0.105
2016-04-22 17:00:01.788,-1.180,-0.367,0.105
2016-04-22 17:00:01.800,-1.363,-0.367,0.078
2016-04-22 17:00:01.813,-1.590,-0.375,0.020
2016-04-22 17:00:01.825,-1.898,-0.309,-0.051
2016-04-22 17:00:01.838,-2.238,-0.168,-0.125
2016-04-22 17:00:01.850,-2.594,0.035,-0.281
2016-04-22 17:00:01.863,-2.797,0.438,-0.531
2016-04-22 17:00:01.875,-2.715,1.051,-0.809
2016-04-22 17:00:01.888,-2.504,1.848,-0.969
2016-04-22 17:00:01.900,-2.086,2.691,-0.926
2016-04-22 17:00:01.913,-1.512,3.199,-0.898
2016-04-22 17:00:01.925,-1.277,3.430,-0.781
2016-04-22 17:00:01.938,-1.340,3.102,-0.684
2016-04-22 17:00:01.950,-1.367,2.320,-0.594
2016-04-22 17:00:01.963,-1.480,0.551,0.004
2016-04-22 17:00:01.975,-2.000,-3.273,-0.191
2016-04-22 17:00:01.988,-1.520,-1.109,-0.137
2016-04-22 17:00:02.000,-2.277,1.910,0.711
2016-04-22 17:00:02.013,-2.238,1.066,0.457
2016-04-22 17:00:02.025,-1.109,-0.043,-0.434
2016-04-22 17:00:02.038,-0.652,-0.063,-0.430
2016-04-22 17:00:02.050,-0.996,0.199,-0.316
2016-04-22 17:00:02.063,-1.145,0.078,-0.395
2016-04-22 17:00:02.075,-1.121,0.023,-0.348
2016-04-22 17:00:02.088,-1.184,0.078,-0.285
2016-04-22 17:00:02.100,-1.203,0.004,-0.285
2016-04-22 17:00:02.113,-1.176,-0.078,-0.258
2016-04-22 17:00:02.125,-1.105,-0.059,-0.180
2016-04-22 17:00:02.138,-1.141,-0.047,-0.160
2016-04-22 17:00:02.150,-1.148,-0.000,-0.156
2016-04-22 17:00:02.163,-1.188,-0.047,-0.141
2016-04-22 17:00:02.175,-1.141,-0.074,-0.188
2016-04-22 17:00:02.188,-1.129,-0.070,-0.223
2016-04-22 17:00:02.200,-1.066,-0.145,-0.289
2016-04-22 17:00:02.213,-0.965,-0.105,-0.277
2016-04-22 17:00:02.225,-0.914,-0.117,-0.316
2016-04-22 17:00:02.238,-0.906,-0.086,-0.344
2016-04-22 17:00:02.250,-0.906,-0.074,-0.387
2016-04-22 17:00:02.263,-0.871,-0.020,-0.406
2016-04-22 17:00:02.275,-0.844,-0.004,-0.426
2016-04-22 17:00:02.288,-0.816,0.012,-0.445
2016-04-22 17:00:02.300,-0.816,-0.027,-0.469
2016-04-22 17:00:02.313,-0.797,-0.051,-0.473
2016-04-22 17:00:02.325,-0.805,0.008,-0.418
2016-04-22 17:00:02.338,-0.836,0.125,-0.309
2016-04-22 17:00:02.350,-0.941,0.191,-0.188
2016-04-22 17:00:02.363,-1.039,0.066,-0.156
2016-04-22 17:00:02.375,-1.168,-0.027,-0.148
2016-04-22 17:00:02.388,-1.309,-0.012,-0.160
2016-04-22 17:00:02.400,-1.441,0.051,-0.137
2016-04-22 17:00:02.413,-1.523,0.012,-0.129
2016-04-22 17:00:02.425,-1.602,-0.090,-0.105
2016-04-22 17:00:02.438,-1.691,-0.195,0.020
2016-04-22 17:00:02.450,-1.910,-0.418,0.270
2016-04-22 17:00:02.463,-2.301,-0.551,0.500
2016-04-22 17:00:02.475,-2.695,-1.137,0.293
2016-04-22 17:00:02.488,-2.313,-1.906,0.020
2016-04-22 17:00:02.500,-1.594,-1.480,-0.465
2016-04-22 17:00:02.513,-1.695,-0.648,-0.934
2016-04-22 17:00:02.525,-1.711,-0.629,-0.449
2016-04-22 17:00:02.538,-1.449,-0.430,-0.418
2016-04-22 17:00:02.550,-1.508,0.281,-0.543
2016-04-22 17:00:02.563,-1.363,-0.109,-0.309
2016-04-22 17:00:02.575,-0.930,0.207,-0.453
2016-04-22 17:00:02.588,-0.977,-0.598,-0.297
2016-04-22 17:00:02.600,-0.684,-1.184,-0.242
2016-04-22 17:00:02.613,-0.445,-1.121,-0.184
2016-04-22 17:00:02.625,-0.426,-0.781,-0.141
2016-04-22 17:00:02.638,-0.461,-0.410,-0.137
2016-04-22 17:00:02.650,-0.516,-0.262,-0.137
2016-04-22 17:00:02.663,-0.559,-0.367,-0.137
2016-04-22 17:00:02.675,-0.598,-0.492,-0.148
2016-04-22 17:00:02.688,-0.699,-0.496,-0.195
2016-04-22 17:00:02.700,-0.836,-0.438,-0.223
2016-04-22 17:00:02.713,-0.977,-0.395,-0.301
2016-04-22 17:00:02.725,-1.094,-0.363,-0.422
2016-04-22 17:00:02.738,-1.203,-0.355,-0.520
2016-04-22 17:00:02.750,-1.383,-0.367,-0.602
2016-04-22 17:00:02.763,-1.629,-0.379,-0.676
2016-04-22 17:00:02.775,-1.957,-0.363,-0.762
2016-04-22 17:00:02.788,-2.316,-0.313,-0.906
2016-04-22 17:00:02.800,-2.605,-0.133,-0.902
2016-04-22 17:00:02.813,-2.754,0.523,-0.645
2016-04-22 17:00:02.825,-2.652,1.328,-0.633
2016-04-22 17:00:02.838,-2.344,1.824,-0.637
2016-04-22 17:00:02.850,-1.969,2.297,-0.734
2016-04-22 17:00:02.863,-1.539,2.887,-1.027
2016-04-22 17:00:02.875,-1.203,3.270,-0.836
2016-04-22 17:00:02.888,-1.172,3.258,-0.430
2016-04-22 17:00:02.900,-1.270,2.703,-0.270
2016-04-22 17:00:02.913,-1.586,1.387,0.070
2016-04-22 17:00:02.925,-1.598,-1.703,-0.145
2016-04-22 17:00:02.938,-1.426,-4.336,-0.629
2016-04-22 17:00:02.950,-1.055,-1.109,-0.266
2016-04-22 17:00:02.963,-1.988,2.836,0.301
2016-04-22 17:00:02.975,-2.973,3.547,0.840
2016-04-22 17:00:02.988,-2.375,-0.188,-0.055
2016-04-22 17:00:03.000,-0.430,-1.402,-0.582
2016-04-22 17:00:03.013,-0.441,0.020,-0.395
2016-04-22 17:00:03.025,-1.395,0.629,-0.230
2016-04-22 17:00:03.038,-1.125,-0.082,-0.371
2016-04-22 17:00:03.050,-1.086,-0.117,-0.328
2016-04-22 17:00:03.063,-1.281,0.117,-0.137
2016-04-22 17:00:03.075,-1.223,-0.035,-0.203
2016-04-22 17:00:03.088,-1.207,-0.117,-0.238
2016-04-22 17:00:03.100,-1.078,-0.059,-0.148
2016-04-22 17:00:03.113,-1.152,-0.066,-0.098
2016-04-22 17:00:03.125,-1.172,0.016,-0.125
2016-04-22 17:00:03.138,-1.074,-0.043,-0.234
2016-04-22 17:00:03.150,-1.047,-0.141,-0.320
2016-04-22 17:00:03.163,-0.957,-0.094,-0.340
2016-04-22 17:00:03.175,-0.863,-0.082,-0.352
2016-04-22 17:00:03.188,-0.824,-0.035,-0.379
2016-04-22 17:00:03.200,-0.848,-0.004,-0.395
2016-04-22 17:00:03.213,-0.840,0.020,-0.434
2016-04-22 17:00:03.225,-0.855,0.004,-0.434
2016-04-22 17:00:03.238,-0.863,-0.016,-0.418
2016-04-22 17:00:03.250,-0.871,-0.059,-0.391
2016-04-22 17:00:03.263,-0.848,0.016,-0.367
2016-04-22 17:00:03.275,-0.836,0.055,-0.324
2016-04-22 17:00:03.288,-0.844,0.063,-0.297
2016-04-22 17:00:03.300,-0.891,-0.020,-0.246
2016-04-22 17:00:03.313,-1.008,-0.086,-0.227
2016-04-22 17:00:03.325,-1.199,-0.023,-0.223
2016-04-22 17:00:03.338,-1.348,-0.004,-0.250
2016-04-22 17:00:03.350,-1.488,-0.012,-0.262
2016-04-22 17:00:03.363,-1.504,-0.027,-0.191
2016-04-22 17:00:03.375,-1.492,-0.039,-0.043
2016-04-22 17:00:03.388,-1.586,-0.172,0.055
2016-04-22 17:00:03.400,-1.867,-0.313,0.328
2016-04-22 17:00:03.413,-2.266,-0.395,0.609
2016-04-22 17:00:03.425,-2.469,-0.988,0.336
2016-04-22 17:00:03.438,-2.035,-1.914,-0.141
2016-04-22 17:00:03.450,-1.480,-1.668,-0.477
2016-04-22 17:00:03.463,-1.770,-0.504,-0.738
2016-04-22 17:00:03.475,-1.855,-0.375,-0.633
2016-04-22 17:00:03.488,-1.754,-0.219,-0.520
2016-04-22 17:00:03.500,-1.703,0.410,-0.602
2016-04-22 17:00:03.513,-1.500,-0.152,-0.367
2016-04-22 17:00:03.525,-1.051,0.051,-0.523
2016-04-22 17:00:03.538,-1.020,-0.652,-0.293
2016-04-22 17:00:03.550,-0.656,-1.172,-0.199
2016-04-22 17:00:03.563,-0.320,-1.078,-0.148
2016-04-22 17:00:03.575,-0.281,-0.656,-0.133
2016-04-22 17:00:03.588,-0.371,-0.313,-0.094
2016-04-22 17:00:03.600,-0.426,-0.262,-0.078
2016-04-22 17:00:03.613,-0.426,-0.395,-0.082
2016-04-22 17:00:03.625,-0.453,-0.492,-0.098
2016-04-22 17:00:03.638,-0.574,-0.504,-0.109
2016-04-22 17:00:03.650,-0.730,-0.449,-0.113
2016-04-22 17:00:03.663,-0.898,-0.426,-0.133
2016-04-22 17:00:03.675,-1.035,-0.410,-0.176
2016-04-22 17:00:03.688,-1.164,-0.414,-0.234
2016-04-22 17:00:03.700,-1.414,-0.461,-0.320
2016-04-22 17:00:03.713,-1.734,-0.488,-0.363
2016-04-22 17:00:03.725,-2.086,-0.387,-0.277
2016-04-22 17:00:03.738,-2.441,-0.070,-0.188
2016-04-22 17:00:03.750,-2.742,0.309,-0.184
2016-04-22 17:00:03.763,-2.793,0.746,-0.254
2016-04-22 17:00:03.775,-2.746,1.340,-0.574
2016-04-22 17:00:03.788,-2.332,2.063,-1.035
2016-04-22 17:00:03.800,-1.719,2.938,-1.258
2016-04-22 17:00:03.813,-1.301,3.527,-1.039
2016-04-22 17:00:03.825,-1.266,3.457,-0.664
2016-04-22 17:00:03.838,-1.410,2.688,-0.570
2016-04-22 17:00:03.850,-1.340,1.953,-0.488
2016-04-22 17:00:03.863,-1.555,-0.461,-0.328
2016-04-22 17:00:03.875,-1.707,-3.801,-0.820
2016-04-22 17:00:03.888,-1.145,-1.527,-0.457
2016-04-22 17:00:03.900,-1.863,1.660,0.309
2016-04-22 17:00:03.913,-2.328,3.043,0.895
2016-04-22 17:00:03.925,-2.191,0.285,-0.008
2016-04-22 17:00:03.938,-0.652,-1.043,-0.422
2016-04-22 17:00:03.950,-0.438,-0.047,-0.348
2016-04-22 17:00:03.963,-1.324,0.457,-0.301
2016-04-22 17:00:03.975,-1.180,-0.094,-0.414
2016-04-22 17:00:03.988,-1.098,-0.078,-0.402
2016-04-22 17:00:04.000,-1.266,0.043,-0.320
2016-04-22 17:00:04.013,-1.227,0.070,-0.230
2016-04-22 17:00:04.025,-1.141,-0.047,-0.145
2016-04-22 17:00:04.038,-1.145,-0.051,-0.082
2016-04-22 17:00:04.050,-1.191,-0.059,-0.066
2016-04-22 17:00:04.063,-1.227,-0.066,-0.078
2016-04-22 17:00:04.075,-1.176,-0.055,-0.094
2016-04-22 17:00:04.088,-1.113,-0.047,-0.152
2016-04-22 17:00:04.100,-1.027,-0.094,-0.211
2016-04-22 17:00:04.113,-0.902,-0.113,-0.270
2016-04-22 17:00:04.125,-0.844,-0.055,-0.289
2016-04-22 17:00:04.138,-0.809,-0.012,-0.348
2016-04-22 17:00:04.150,-0.789,0.027,-0.387
2016-04-22 17:00:04.163,-0.813,0.031,-0.422
2016-04-22 17:00:04.175,-0.832,0.023,-0.402
2016-04-22 17:00:04.188,-0.844,-0.016,-0.406
2016-04-22 17:00:04.200,-0.871,-0.008,-0.387
2016-04-22 17:00:04.213,-0.871,-0.051,-0.402
2016-04-22 17:00:04.225,-0.879,-0.066,-0.359
2016-04-22 17:00:04.238,-0.926,0.008,-0.234
2016-04-22 17:00:04.250,-1.094,0.078,-0.121
2016-04-22 17:00:04.263,-1.262,0.063,-0.066
2016-04-22 17:00:04.275,-1.395,0.082,-0.031
2016-04-22 17:00:04.288,-1.543,0.043,-0.031
2016-04-22 17:00:04.300,-1.578,-0.055,-0.027
2016-04-22 17:00:04.313,-1.613,-0.148,0.035
2016-04-22 17:00:04.325,-1.805,-0.227,0.219
2016-04-22 17:00:04.338,-2.160,-0.480,0.391
2016-04-22 17:00:04.350,-2.504,-0.699,0.469
2016-04-22 17:00:04.363,-2.238,-1.344,0.051
2016-04-22 17:00:04.375,-1.539,-1.957,-0.570
2016-04-22 17:00:04.388,-1.617,-1.133,-0.824
2016-04-22 17:00:04.400,-1.754,-0.387,-0.727
2016-04-22 17:00:04.413,-1.605,-0.313,-0.461
2016-04-22 17:00:04.425,-1.605,0.359,-0.398
2016-04-22 17:00:04.438,-1.766,0.621,-0.277
2016-04-22 17:00:04.450,-1.273,-0.059,-0.480
2016-04-22 17:00:04.463,-1.094,-0.293,-0.422
2016-04-22 17:00:04.475,-0.887,-0.793,-0.188
2016-04-22 17:00:04.488,-0.492,-0.887,-0.102
2016-04-22 17:00:04.500,-0.230,-0.605,-0.051
2016-04-22 17:00:04.513,-0.270,-0.277,-0.074
2016-04-22 17:00:04.525,-0.344,-0.230,-0.141
2016-04-22 17:00:04.538,-0.348,-0.367,-0.184
2016-04-22 17:00:04.550,-0.371,-0.457,-0.199
2016-04-22 17:00:04.563,-0.469,-0.426,-0.207
2016-04-22 17:00:04.575,-0.598,-0.363,-0.188
2016-04-22 17:00:04.588,-0.719,-0.398,-0.160
2016-04-22 17:00:04.600,-0.832,-0.398,-0.188
2016-04-22 17:00:04.613,-0.945,-0.391,-0.230
2016-04-22 17:00:04.625,-1.086,-0.445,-0.246
2016-04-22 17:00:04.638,-1.309,-0.469,-0.242
2016-04-22 17:00:04.650,-1.574,-0.480,-0.246
2016-04-22 17:00:04.663,-1.910,-0.480,-0.223
2016-04-22 17:00:04.675,-2.316,-0.367,-0.086
2016-04-22 17:00:04.688,-2.809,-0.098,-0.109
2016-04-22 17:00:04.700,-3.074,0.453,-0.160
2016-04-22 17:00:04.713,-2.832,1.133,-0.477
2016-04-22 17:00:04.725,-2.398,1.852,-0.941
2016-04-22 17:00:04.738,-1.848,2.785,-1.234
2016-04-22 17:00:04.750,-1.230,3.555,-1.102
2016-04-22 17:00:04.763,-1.230,3.531,-0.688
2016-04-22 17:00:04.775,-1.371,2.863,-0.520
2016-04-22 17:00:04.788,-1.215,2.344,-0.496
2016-04-22 17:00:04.800,-1.766,-0.566,-0.180
2016-04-22 17:00:04.813,-2.113,-3.594,-1.035
2016-04-22 17:00:04.825,-1.648,-0.410,-0.066
2016-04-22 17:00:04.838,-1.930,2.164,0.867
2016-04-22 17:00:04.850,-2.047,1.301,0.270
2016-04-22 17:00:04.863,-1.496,0.016,-0.211
2016-04-22 17:00:04.875,-0.758,-0.074,-0.332
2016-04-22 17:00:04.888,-1.027,0.266,-0.285
2016-04-22 17:00:04.900,-1.234,-0.207,-0.449
2016-04-22 17:00:04.913,-1.051,-0.297,-0.469
2016-04-22 17:00:04.925,-1.176,0.051,-0.281
2016-04-22 17:00:04.938,-1.230,0.039,-0.160
2016-04-22 17:00:04.950,-1.191,-0.035,-0.207
2016-04-22 17:00:04.963,-1.121,-0.016,-0.184
2016-04-22 17:00:04.975,-1.102,-0.047,-0.141
2016-04-22 17:00:04.988,-1.160,-0.000,-0.141
2016-04-22 17:00:05.000,-1.160,0.020,-0.109
2016-04-22 17:00:05.013,-1.098,-0.082,-0.172
2016-04-22 17:00:05.025,-1.074,-0.102,-0.195
2016-04-22 17:00:05.038,-0.984,-0.098,-0.227
2016-04-22 17:00:05.050,-0.883,-0.051,-0.273
2016-04-22 17:00:05.063,-0.863,-0.023,-0.328
2016-04-22 17:00:05.075,-0.836,0.020,-0.375
2016-04-22 17:00:05.088,-0.824,0.008,-0.395
2016-04-22 17:00:05.100,-0.820,0.031,-0.395
2016-04-22 17:00:05.113,-0.832,0.012,-0.398
2016-04-22 17:00:05.125,-0.816,0.012,-0.402
2016-04-22 17:00:05.138,-0.863,0.031,-0.359
2016-04-22 17:00:05.150,-0.852,0.090,-0.359
2016-04-22 17:00:05.163,-0.891,0.090,-0.305
2016-04-22 17:00:05.175,-0.949,0.070,-0.285
2016-04-22 17:00:05.188,-1.059,-0.035,-0.238
2016-04-22 17:00:05.200,-1.234,-0.059,-0.211
2016-04-22 17:00:05.213,-1.449,0.008,-0.125
2016-04-22 17:00:05.225,-1.551,-0.004,-0.090
2016-04-22 17:00:05.238,-1.559,-0.063,-0.035
2016-04-22 17:00:05.250,-1.594,-0.160,0.000
2016-04-22 17:00:05.263,-1.754,-0.195,0.113
2016-04-22 17:00:05.275,-2.023,-0.508,0.219
2016-04-22 17:00:05.288,-2.262,-0.781,0.398
2016-04-22 17:00:05.300,-2.301,-1.125,0.328
2016-04-22 17:00:05.313,-1.922,-1.637,-0.242
2016-04-22 17:00:05.325,-1.465,-1.281,-0.672
2016-04-22 17:00:05.338,-1.691,-0.324,-0.578
2016-04-22 17:00:05.350,-1.707,-0.086,-0.398
2016-04-22 17:00:05.363,-1.867,0.461,-0.535
2016-04-22 17:00:05.375,-2.023,0.184,-0.375
2016-04-22 17:00:05.388,-1.301,-0.020,-0.504
2016-04-22 17:00:05.400,-1.184,-0.289,-0.293
2016-04-22 17:00:05.413,-0.945,-0.832,-0.188
2016-04-22 17:00:05.425,-0.523,-0.992,-0.141
2016-04-22 17:00:05.438,-0.246,-0.820,-0.109
2016-04-22 17:00:05.450,-0.258,-0.434,-0.066
2016-04-22 17:00:05.463,-0.363,-0.203,-0.090
2016-04-22 17:00:05.475,-0.406,-0.277,-0.109
2016-04-22 17:00:05.488,-0.430,-0.426,-0.133
2016-04-22 17:00:05.500,-0.508,-0.500,-0.129
2016-04-22 17:00:05.513,-0.613,-0.457,-0.121
2016-04-22 17:00:05.525,-0.738,-0.402,-0.145
2016-04-22 17:00:05.538,-0.883,-0.398,-0.219
2016-04-22 17:00:05.550,-1.023,-0.395,-0.254
2016-04-22 17:00:05.563,-1.184,-0.398,-0.258
2016-04-22 17:00:05.575,-1.426,-0.398,-0.242
2016-04-22 17:00:05.588,-1.738,-0.363,-0.246
2016-04-22 17:00:05.600,-2.078,-0.215,-0.172
2016-04-22 17:00:05.613,-2.438,0.031,-0.059
2016-04-22 17:00:05.625,-2.719,0.367,0.039
2016-04-22 17:00:05.638,-2.910,0.801,-0.008
2016-04-22 17:00:05.650,-2.879,1.359,-0.371
2016-04-22 17:00:05.663,-2.391,1.977,-0.977
2016-04-22 17:00:05.675,-1.742,2.844,-1.234
2016-04-22 17:00:05.688,-1.320,3.535,-0.938
2016-04-22 17:00:05.700,-1.254,3.496,-0.684
2016-04-22 17:00:05.713,-1.367,2.848,-0.621
2016-04-22 17:00:05.725,-1.453,1.957,-0.520
2016-04-22 17:00:05.738,-1.574,-0.523,-0.203
2016-04-22 17:00:05.750,-1.684,-4.203,-0.641
2016-04-22 17:00:05.763,-1.043,-1.527,-0.480
2016-04-22 17:00:05.775,-2.098,1.879,0.633
2016-04-22 17:00:05.788,-2.523,2.172,0.695
2016-04-22 17:00:05.800,-1.852,0.559,0.121
2016-04-22 17:00:05.813,-0.773,-0.406,-0.297
2016-04-22 17:00:05.825,-0.559,-0.180,-0.398
