HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,Z_ACCELERATION_METERS_PER_SECOND_SQUARED
2016-02-01 14:00:00.000,0.000,0.000,0.000
2016-02-01 14:00:00.013,0.000,0.000,0.000
2016-02-01 14:00:00.025,0.000,0.000,0.000
2016-02-01 14:00:00.038,0.000,0.000,0.000
2016-02-01 14:00:00.050,0.000,0.000,0.000
2016-02-01 14:00:00.063,0.000,0.000,0.000
2016-02-01 14:00:00.075,0.000,0.000,0.000
2016-02-01 14:00:00.088,0.000,0.000,0.000
2016-02-01 14:00:00.100,0.000,0.000,0.000
2016-02-01 14:00:00.113,0.000,0.000,0.000
2016-02-01 14:00:00.125,0.000,0.000,0.000
2016-02-01 14:00:00.138,0.000,0.000,0.000
2016-02-01 14:00:00.150,0.000,0.000,0.000
2016-02-01 14:00:00.163,0.000,0.000,0.000
2016-02-01 14:00:00.175,0.000,0.000,0.000
2016-02-01 14:00:00.188,0.000,0.000,0.000
2016-02-01 14:00:00.200,0.000,0.000,0.000
2016-02-01 14:00:00.213,0.000,0.000,0.000
2016-02-01 14:00:00.225,0.000,0.000,0.000
2016-02-01 14:00:00.238,0.000,0.000,0.000
2016-02-01 14:00:00.250,0.000,0.000,0.000
2016-02-01 14:00:00.263,0.000,0.000,0.000
2016-02-01 14:00:00.275,0.000,0.000,0.000
2016-02-01 14:00:00.288,0.000,0.000,0.000
2016-02-01 14:00:00.300,0.000,0.000,0.000
2016-02-01 14:00:00.313,0.000,0.000,0.000
2016-02-01 14:00:00.325,0.000,0.000,0.000
2016-02-01 14:00:00.338,0.000,0.000,0.000
2016-02-01 14:00:00.350,0.000,0.000,0.000
2016-02-01 14:00:00.363,0.000,0.000,0.000
2016-02-01 14:00:00.375,0.000,0.000,0.000
2016-02-01 14:00:00.388,0.000,0.000,0.000
2016-02-01 14:00:00.400,0.000,0.000,0.000
2016-02-01 14:00:00.413,0.000,0.000,0.000
2016-02-01 14:00:00.425,0.000,0.000,0.000
2016-02-01 14:00:00.438,0.000,0.000,0.000
2016-02-01 14:00:00.450,0.000,0.000,0.000
2016-02-01 14:00:00.463,0.000,0.000,0.000
2016-02-01 14:00:00.475,0.000,0.000,0.000
2016-02-01 14:00:00.488,0.000,0.000,0.000
2016-02-01 14:00:00.500,0.000,0.000,0.000
2016-02-01 14:00:00.513,0.000,0.000,0.000
2016-02-01 14:00:00.525,0.000,0.000,0.000
2016-02-01 14:00:00.538,0.000,0.000,0.000
2016-02-01 14:00:00.550,0.000,0.000,0.000
2016-02-01 14:00:00.563,0.000,0.000,0.000
2016-02-01 14:00:00.575,0.000,0.000,0.000
2016-02-01 14:00:00.588,0.000,0.000,0.000
2016-02-01 14:00:00.600,0.000,0.000,0.000
2016-02-01 14:00:00.613,0.000,0.000,0.000
2016-02-01 14:00:00.625,0.000,0.000,0.000
2016-02-01 14:00:00.638,0.000,0.000,0.000
2016-02-01 14:00:00.650,0.000,0.000,0.000
2016-02-01 14:00:00.663,0.000,0.000,0.000
2016-02-01 14:00:00.675,0.000,0.000,0.000
2016-02-01 14:00:00.688,0.000,0.000,0.000
2016-02-01 14:00:00.700,0.000,0.000,0.000
2016-02-01 14:00:00.713,0.000,0.000,0.000
2016-02-01 14:00:00.725,0.000,0.000,0.000
2016-02-01 14:00:00.738,0.000,0.000,0.000
2016-02-01 14:00:00.750,0.000,0.000,0.000
2016-02-01 14:00:00.763,0.000,0.000,0.000
2016-02-01 14:00:00.775,0.000,0.000,0.000
2016-02-01 14:00:00.788,0.000,0.000,0.000
